video_id,video_published_timestamp,channel_id,channel_name,creator_type_id,video_length,views_final,impressions_final,like_final,comment_final,views3s_1k,impressions_1k,like_1k,comments_1k,views3s_5k,impressions_5k,like_5k,comments_5k
1037058904049550,2/17/24 19:00,217987955485743,Auto Auction Rebuilds,CP Medium,49,26032,61080,311,17,824,1782,21,5,2917,6136,65,8
1037394094025940,2/18/24 17:00,106456767676242,Robert Welsh,CP Standard,22,29329,91241,222,5,2019,7611,9,,2019,7611,9,
1037486827546660,1/26/24 3:00,2020042421603230,Riddle Me This,JSO,1070,6479,16838,48,7,462,1412,,1,1625,5050,15,4
1038469500788220,1/27/24 10:00,139594698297,PSG - Paris Saint-Germain (Default),JSO,1394,23301,121638,1771,201,20736,95076,1514,195,20736,95076,1514,195
1040028013722910,1/24/24 23:00,102094686197863,Unwritten Beauty,JSO,33,671,1651,5,1,418,1001,3,,,,,
1040696273663460,2/16/24 11:10,106447205166831,House of Bounce,JSO,205,358154,599024,5901,80,1091,1666,37,2,2941,5275,118,7
1041284700435000,1/10/24 22:00,102247806096297,We The People University,CP Medium,310,7429,10663,178,73,645,1062,13,6,3671,5383,64,33
1041386853614690,2/16/24 15:30,2020042421603230,Riddle Me This,JSO,271,8394,14648,204,7,722,1532,25,3,3527,6963,94,5
1041465493626880,1/9/24 23:00,2020042421603230,Riddle Me This,JSO,403,39638,70788,417,43,2550,6267,19,2,2550,6267,19,2
1002803744609510,3/8/24 19:00,456348148042743,Beauty Pop,JSO,233,28517,61019,97,5,653,1679,3,,2463,5590,11,2
1003272801230960,3/25/24 16:00,262059633836765,Engineering Explained,CP Light,227,16963,36920,140,2,495,1417,9,1,2241,5269,31,1
1005151627703500,3/30/24 21:00,109972796360879,JRGo,CP Light,474,1229,4794,42,5,423,1076,18,3,,,,
1015037352894750,1/19/24 18:24,984867691573744,Oh My Goal,JSO,184,543380,1017623,1613,41,4261,19335,94,7,4261,19335,94,7
1020487165683370,1/25/24 22:30,100327096455522,Unbroken Chronicles,JSO,698,11003,24680,411,85,11002,24665,411,85,11002,24665,411,85
1020922329012910,1/28/24 16:00,556006427796711,Charlotte Dobre,CP Standard,528,3419117,4843949,87489,4616,15170,14535,176,21,15170,14535,176,21
1020950135643620,1/25/24 19:10,107764719919671,The Sport Dealer,JSO,205,130789,232819,882,65,6881,15657,83,2,6881,15657,83,2
1022135532226170,1/13/24 21:00,135982316418281,Magnus Mefisto,CP Medium,682,85003,148983,1584,19,799,2098,32,1,2194,5215,107,4
1022856135473960,1/22/24 22:00,104439958868992,The Urban Rescue Ranch,CP Medium,563,3743,8346,308,32,482,1021,33,6,2503,5431,169,24
1023522202084150,1/22/24 11:05,100188455072749,The Sport Dealer - France,JSO,191,1080250,1743786,12388,181,939,2194,20,,4047,6829,87,4
1024452958854140,1/17/24 0:00,111832343927522,Hextian,CP Light,217,26930,62498,821,70,602,1404,15,3,2719,7234,72,13
1024829425908920,3/10/24 2:00,101073889728148,Attorney Reacts,CP Standard,362,1370,2207,8,3,609,1030,5,1,,,,
1025071822119860,1/3/24 22:00,102509486166344,Views on the Road,CP Medium,156,5099,9212,218,28,681,1089,40,5,2970,5001,162,24
1028233244906590,1/26/24 17:00,106447205166831,House of Bounce,JSO,250,2220,9963,83,3,224,1069,21,1,1307,6194,59,3
1028691731552620,1/24/24 22:00,235935286742928,Real Life Lore,CP Standard,464,4329,9183,69,9,438,1016,14,2,2244,5006,53,6
1029532184786590,2/1/24 15:00,200591487539890,Flow Podcast,CP Medium,37,12927,39031,174,23,9552,27720,119,16,9552,27720,119,16
1030146078077190,1/15/24 20:00,115090033689282,Supermission,JSO,414,2398663,4007089,47023,1137,2749,7413,74,4,2749,7413,74,4
1033057227769350,1/26/24 3:00,2081165618785740,Da Garbage Disposal,CP Medium,50,808842,1012129,8136,109,745,1499,41,4,3106,5665,83,9
1033119754432460,1/17/24 22:00,100927276420581,San Joaquin Audits,CP Standard,653,1406,2816,22,3,529,1000,15,2,,,,
1033780041214280,1/22/24 0:00,917881074926834,Coreano Vlogs,CP Medium,205,46865,93955,3687,138,4075,8264,352,25,4075,8264,352,25
1034145427643980,1/6/24 15:00,598019356910092,Clique,CP Light,216,21773,56224,128,4,598,2052,2,2,1874,5699,16,3
1034323957635690,1/30/24 20:00,375574899250528,Cutting Edge Engineering,CP Standard,280,656388,1092685,8347,183,9334,11944,268,7,9334,11944,268,7
1034386527830240,1/7/24 20:00,272833314528475,The Chef Michel,CP Light,299,45436,94272,1284,112,670,1414,34,,3178,5947,146,11
1035189744238940,2/11/24 22:12,107252434333236,Just Rolled In,CP Standard,182,137259,186572,4737,60,3039,5227,113,5,3039,5227,113,5
1035734077532040,1/8/24 22:00,158666048273734,Christina Randall,CP Standard,57,33202,84589,708,21,685,1307,10,1,2250,5243,57,2
1035835817514350,2/17/24 19:00,1028676604000870,"John H. Bryan, Attorney at Law",CP Standard,540,536426,786075,4521,3808,338,1239,17,14,4527,6454,85,57
1036001457494960,2/14/24 21:00,110312760547389,Memorias de Pez FB,CP Light,261,11416,30279,584,28,4789,12996,276,11,4789,12996,276,11
1036070160839330,1/14/24 20:00,149832491744362,Connor TV,CP Light,281,2919,8669,45,9,313,1202,5,,1763,5006,32,3
1036693781315450,3/24/24 22:00,108737298470615,Atlanta Street Interviews,CP Medium,670,2746,6172,33,20,548,1002,7,5,2407,5051,30,20
1036840647426240,1/21/24 0:00,118740487871450,We The People Community,CP Medium,211,65894,89281,539,397,595,1089,14,5,4272,6085,53,41
1037031604056470,2/17/24 22:13,107252434333236,Just Rolled In,CP Standard,180,125888,173723,3026,30,28968,39005,806,16,28968,39005,806,16
1037907650846490,1/20/24 6:00,2081165618785740,Da Garbage Disposal,CP Medium,201,214732,404504,4855,182,331,1053,46,3,2349,5118,119,6
1038191377287390,2/12/24 23:10,107764719919671,The Sport Dealer,JSO,212,24841,58501,183,6,13846,31494,110,6,13846,31494,110,6
1038509270710910,1/11/24 22:00,1830987987134050,Origins Explained,CP Standard,620,17216,53870,446,9,420,1872,10,1,2460,9358,58,1
1039200540515830,2/2/24 2:00,1661301174087040,Brian Barczyk,CP Standard,27,29709,87771,596,6,1405,3354,40,1,2630,7100,85,1
1039365597147670,1/28/24 23:00,731243413692986,Gold Shaw Farm,CP Standard,301,66528,145368,2401,61,1325,2899,61,4,3926,8731,188,15
1040367987261770,2/2/24 20:00,106456767676242,Robert Welsh,CP Standard,210,53838,114427,659,32,1424,3115,14,3,3332,8336,44,6
1040701630545880,1/9/24 22:00,109027055231069,Audit the Audit en Español,CP Standard,315,44465,66187,1675,91,2644,3187,69,5,6610,10719,234,8
1041472426943580,2/17/24 22:00,1830987987134050,Origins Explained,CP Standard,691,23546,52547,459,10,306,1067,8,,1663,5257,44,1
1041587956933250,2/10/24 0:00,101797419097466,"Stanley ""Dirt Monkey"" Genadek",CP Medium,616,72564,145265,486,44,2027,4253,31,3,2701,5365,39,4
1042295410207410,2/20/24 20:00,462102194158314,Healthy Studio,JSO,203,34422,59276,125,2,638,1034,2,,3356,5680,11,2
1042713983687230,1/3/24 18:00,101014241706379,Share Your Story,CP Light,280,65956,126820,2980,13,43341,80361,1927,8,43341,80361,1927,8
1042213833735420,1/19/24 13:24,214396342065086,Oh My Goal - France,JSO,184,886370,1580258,2284,56,3840,13001,73,5,3840,13001,73,5
1042586996809530,2/10/24 20:00,116030667768588,VINwiki,CP Standard,56,7799,21812,136,2,1997,4942,38,1,2101,5308,40,1
1043108243419110,2/14/24 17:00,1917462381705980,Buzzer Beater,JSO,223,1056,1841,3,,552,1017,,,,,,
1043435180076600,2/15/24 17:00,1429851870430170,Gamology - Creators Network +,JSO,358,10330,26488,109,1,242,1016,2,,1670,5095,17,
1043602553600390,1/25/24 16:24,108122975042664,Histoires FC,JSO,257,21036,89570,560,3,8848,31440,174,1,8848,31440,174,1
1044229606799640,1/13/24 19:06,856664561398670,Attorney Tom,CP Standard,459,4075363,5368652,15577,1011,5479,7783,50,14,5479,7783,50,14
1044373433316110,2/5/24 17:00,462102194158314,Healthy Studio,JSO,221,244,1146,,,239,1002,,,,,,
1044851399927100,2/15/24 18:00,114695176954740,Chandler's Wild Life,CP Medium,54,44820,95338,973,18,16494,36371,408,8,16494,36371,408,8
1045130643366130,1/30/24 23:00,2072502586192860,Shane and Liana,CP Medium,306,9931,23240,196,30,741,1643,14,11,2537,5199,59,18
1045171856572540,2/28/24 22:00,1546982902283110,DEBOSS GARAGE,CP Standard,302,31701,70348,358,4,778,1919,13,1,2125,5460,56,1
1045247973227370,2/25/24 22:00,1469108549839970,Smokin' and Grillin' with AB,CP Standard,371,43648,123594,1727,75,7197,24595,379,17,7197,24595,379,17
1045373656580360,1/5/24 0:00,102133066282230,Matthew Cox - Inside True Crime,CP Medium,54,343,1121,12,,329,1003,12,,,,,
1045418736517840,2/22/24 22:00,102094686197863,Unwritten Beauty,JSO,183,919527,1219948,21777,3128,978,1377,32,10,3767,5121,88,26
1045626403178250,3/7/24 0:00,101287091271827,Beauty Hacks Original,JSO,204,38458,93757,780,29,989,2711,14,,2808,7402,41,
1045726879853730,2/5/24 14:06,100476132723574,The Noisy Dish,JSO,35,2933,5520,42,2,2688,5024,39,2,2688,5024,39,2
1046572189943100,1/26/24 18:00,248007725318641,Luisito Comunica,CP Standard,317,4358936,6696545,88464,664,26780,47181,1036,24,26780,47181,1036,24
1046934816608820,2/10/24 16:00,109429335754536,Patrick Mouratoglou,JSO,246,603155,1032416,11060,138,939,2305,26,1,2268,5067,46,1
1047155146358860,3/5/24 20:00,493918894292232,Naturee,JSO,68,2634,5660,17,1,515,1090,6,1,2500,5389,17,1
1047300609703370,3/23/24 0:00,105791128214287,Joce Bedard,CP Light,294,1894,3514,151,4,660,1168,60,4,,,,
1047324576331670,2/9/24 0:00,1135616973136790,Curioseando,CP Standard,608,78530,160513,2652,251,836,1428,23,3,2660,5016,119,11
1047679706321830,2/13/24 21:00,1150230511763580,ElisbethM,CP Standard,397,17318,27618,648,49,1902,2574,46,5,3614,5294,134,10
1047818562953330,3/21/24 17:00,104620327657180,Riss & Quan,CP Medium,62,6665,21163,400,15,417,1263,11,1,1933,5191,133,8
1048909626162160,1/6/24 22:00,100927276420581,San Joaquin Audits,CP Standard,838,1253,2202,34,14,738,1008,21,9,,,,
1049682829420720,1/31/24 16:24,149245572393056,Soccer Stories,JSO,373,508233,877781,3014,134,22310,66472,310,11,22310,66472,310,11
1049955436273470,2/5/24 19:00,217987955485743,Auto Auction Rebuilds,CP Medium,42,31642,75390,420,8,21471,47297,273,4,21471,47297,273,4
1049977379443700,1/3/24 22:00,356980251830420,Not Enough Nelsons,CP Medium,432,52585,92188,932,15,365,1310,15,1,3387,5463,77,3
1050240029394300,2/10/24 22:00,101908512383708,Unfiltered Stories,JSO,1379,498562,1089086,5721,1288,2464,6285,41,8,2464,6285,41,8
1050413456740620,3/16/24 0:00,1521410468170410,MrBeast,CP Standard,955,2714118,4851430,57024,2961,5496,13340,313,164,5496,13340,313,164
1050598572709750,2/24/24 12:00,139594698297,PSG - Paris Saint-Germain (Default),JSO,1855,30182,143749,1321,110,12356,49480,442,56,12356,49480,442,56
1050804045990060,2/10/24 12:00,109429335754536,Patrick Mouratoglou,JSO,67,81263,224641,1354,37,1133,2905,45,1,2600,6461,84,1
1050958902794130,1/14/24 23:36,109971608789113,Karma Chronicles,JSO,367,21474,36001,383,6,10789,18022,182,1,10789,18022,182,1
1050994772667200,3/14/24 17:00,115642145136159,Gamology - Gamers On Board,JSO,259,30857,76242,157,5,3719,8630,23,1,3719,8630,23,1
1051019539324100,3/12/24 3:24,251036478789727,Boys do it too,JSO,174,9695,19471,22,4,652,1214,,1,2630,5050,7,1
1051617219424010,1/7/24 1:00,1830987987134050,Origins Explained,CP Standard,652,18835,40597,424,67,8488,19030,248,53,8488,19030,248,53
1052098289215060,2/23/24 22:00,204571479556925,Super Speeders,CP Medium,274,9094,21037,95,24,485,1428,6,3,2076,5011,28,7
1052743192468370,2/16/24 20:00,104230737592065,Binge Society - The Greatest Movie Scenes,JSO,216,4743940,7921986,71775,882,1083,4376,17,2,4113,13081,62,2
1052759569144710,2/6/24 14:00,152184808707676,Her Studio,JSO,221,25350,47140,66,,639,1412,4,,2512,5394,11,
1053115979132640,1/26/24 22:00,100226045018772,Matt's Offroad Recovery,CP Standard,359,129933,252240,4189,218,6567,13293,239,10,6567,13293,239,10
1053292275978880,1/26/24 20:00,106980281189225,MrBeast Gaming,CP Standard,460,40919,88049,1144,329,1024,2619,53,6,2414,6558,111,22
1053390809087800,3/22/24 22:00,100209835665455,mrballen,CP Standard,549,166785,323517,7300,203,830,2106,38,1,2443,6547,145,11
1053430132410610,3/8/24 22:00,105718534564168,True 911 Calls,CP Standard,553,15560,24862,253,59,654,1011,7,2,3572,5018,67,14
1053926505842220,1/19/24 21:00,1150230511763580,ElisbethM,CP Standard,408,98663,197435,2966,49,1526,3383,97,4,2111,5221,151,8
1043169836916270,1/29/24 1:00,121463277937234,Emmymade,CP Standard,2558,150989,259878,2689,387,42783,72416,805,224,42783,72416,805,224
1043560496738520,3/9/24 22:00,1830987987134050,Origins Explained,CP Standard,624,15778,37202,278,32,436,1172,5,,2206,5410,35,4
1043684103386160,2/29/24 23:00,731243413692986,Gold Shaw Farm,CP Standard,988,3175959,4803709,30470,15742,1129,2640,55,30,3143,5227,140,75
1044347056798540,1/17/24 3:00,2020042421603230,Riddle Me This,JSO,1294,46512,88738,372,81,520,1235,5,4,2183,5177,32,11
1045180816754160,1/7/24 22:00,2072502586192860,Shane and Liana,CP Medium,227,34896,66826,640,19,389,1022,5,3,3495,6086,63,8
1045192223209430,2/16/24 21:00,936750046404029,"Jamerrill Stewart, Large Family Table",CP Medium,423,180260,348278,3533,220,1928,3425,92,7,4507,8933,254,19
1045710416689350,1/16/24 15:00,104262996056582,Karma Central,JSO,546,5699,10209,137,10,5317,9431,121,5,5317,9431,121,5
1045818079982730,2/4/24 21:00,1661301174087040,Brian Barczyk,CP Standard,325,26979,83439,987,37,1543,4136,65,3,2940,7312,104,6
1046453706435580,1/25/24 22:00,1987908331491660,Sarah-n-Tuned,CP Medium,781,17465,40734,549,50,448,1396,54,8,2051,5060,176,17
1047012289739990,2/20/24 17:30,108717048901829,Survivors’ Chronicles,JSO,1208,5341,11957,41,,4174,8907,32,,4174,8907,32,
1047117103144630,2/7/24 22:00,774605702654869,Let's Read,CP Medium,762,40511,115836,2044,49,36058,108576,1914,42,36058,108576,1914,42
1047310196347550,1/28/24 0:00,102996612095257,Sleeperdude88,CP Light,314,45253,72692,1786,42,1007,2453,101,3,3557,5358,204,9
1047499012999830,2/13/24 2:00,254307648319573,Beauty Studio,JSO,210,19113,63506,143,10,1627,3988,6,,2394,6696,16,1
1047583286469840,1/10/24 21:00,100474954808558,BruhmanTv,CP Medium,518,4728,10136,62,7,514,1012,9,1,2489,5006,35,2
1048203239807800,2/4/24 21:00,534479409957494,Vincenzo's Plate,CP Standard,361,65999,141645,963,63,1102,3986,26,1,3607,8283,49,2
1048598303108070,2/28/24 20:10,736120326521245,Oh My Goal - Lo Mejor del Fútbol,JSO,182,201980,343833,663,11,3602,8554,22,,3602,8554,22,
1048659992893890,3/14/24 12:03,109429335754536,Patrick Mouratoglou,JSO,66,99289,285454,1986,47,850,2540,56,2,2403,7076,111,5
1049571872803530,2/15/24 13:30,114227735048877,Karma Moments,JSO,676,44958,67167,651,21,42835,63166,618,20,42835,63166,618,20
1049730636296410,2/5/24 0:00,1135616973136790,Curioseando,CP Standard,213,1668814,2770426,47672,199,833,2070,35,3,3042,5255,90,4
1050102476105230,1/24/24 19:00,107998874344639,Annie Elise x 10 to LIFE,CP Standard,1001,76455,171466,960,35,4441,8679,48,4,4441,8679,48,4
1050373612730610,2/4/24 20:00,462102194158314,Healthy Studio,JSO,192,2021,3728,1,1,595,1005,,,,,,
1050506509503830,1/12/24 2:00,856664561398670,Attorney Tom,CP Standard,275,8379,16956,129,23,823,1122,21,4,3496,5064,61,9
1051171096176690,2/16/24 20:00,106037948551056,Gadget Radar,JSO,390,5378,10395,44,45,387,1064,4,,2597,5013,26,6
1051477979285290,3/1/24 14:00,522957638064464,Ultimate Freestyle,JSO,183,338755,572507,4245,37,4416,6263,65,1,4416,6263,65,1
1051608859501740,1/28/24 1:00,2014287688794620,Dr. Octavio Arroyo - Mr Doctor,CP Standard,1406,238237,502219,4984,186,1454,5651,57,5,1454,5651,57,5
1051797122573090,2/11/24 16:00,1555060691421440,AzzyLand,CP Light,625,11187,33509,241,16,533,1728,13,1,1790,6245,56,5
1052291705850120,1/20/24 21:00,103859881233680,Kara and Nate,CP Standard,58,409972,654391,3998,41,3332,15228,118,3,3332,15228,118,3
1052369039201660,3/13/24 16:00,111069038279400,Binge TV,JSO,298,1563,3421,31,2,449,1022,13,2,,,,
1052722815798650,3/14/24 22:59,1507768029531720,Gamology France,JSO,317,25766,48228,140,2,1078,2250,11,1,2774,5170,25,2
1052938275762420,2/2/24 0:00,1233377053448180,Dr. Joseph Cipriano,CP Standard,27,4078,15085,63,1,442,1451,8,,1545,5007,37,
1053078839136180,2/21/24 18:00,248007725318641,Luisito Comunica,CP Standard,290,419423,862662,16330,970,33316,70227,1614,117,33316,70227,1614,117
1053339639222080,1/21/24 22:00,198826014046,American Veterans Center,CP Standard,518,193053,341811,4095,144,1038,2213,38,1,2880,5360,82,5
1053479359295070,2/3/24 22:00,678528052330442,Bargain Barons,CP Medium,59,183370,258869,4021,182,1940,2607,108,9,4785,5870,234,23
1054248145805340,1/27/24 19:10,107764719919671,The Sport Dealer,JSO,340,58363,102163,568,11,722,1384,11,1,2555,5947,48,1
1054305888960540,3/2/24 20:00,105295417791967,James Welsh,CP Standard,422,442545,657490,8469,150,1215,1713,16,1,3561,6882,67,1
1054549625631630,3/17/24 0:00,114758594811480,Mia Maples,CP Light,475,10567,18831,189,11,931,1525,29,3,3008,5057,64,4
1054555805845590,2/26/24 15:30,104262996056582,Karma Central,JSO,226,3276,4904,40,1,794,1074,16,,,,,
1055402012189350,3/21/24 17:00,456348148042743,Beauty Pop,JSO,181,1204,4160,3,1,334,1012,,,,,,
1055577282399150,1/26/24 21:30,100474954808558,BruhmanTv,CP Medium,339,3655,7585,108,5,477,1025,22,1,2509,5020,72,4
1055607875513840,3/13/24 23:00,104262996056582,Karma Central,JSO,28,3884,5993,70,1,703,1176,10,,3410,5122,61,1
1055740345525900,2/28/24 22:00,114227735048877,Karma Moments,JSO,288,1387,2902,18,1,567,1016,9,1,,,,
1056050128820600,3/18/24 21:00,2722876767739320,True Crime Recaps,CP Standard,339,24649,40950,665,58,906,1758,27,3,2936,5011,83,13
1000980194969440,3/16/24 15:59,1559640447657880,Dylan McCool on YouTube,CP Medium,80,15079,36698,864,15,671,2313,104,3,2154,5004,201,8
1001291594758710,3/4/24 20:00,109662955104756,Lost Trades - Eugenio Monesma,CP Standard,375,369435,522322,6728,135,723,1701,60,3,2793,5412,182,9
1004437601027620,2/17/24 22:00,106037948551056,Gadget Radar,JSO,191,380249,580501,556,261,1263,2017,16,,3116,5392,39,1
1006127804430970,3/23/24 18:01,100476132723574,The Noisy Dish,JSO,223,3501,6068,49,7,584,1039,7,6,2979,5007,45,7
1006159267569550,3/22/24 0:00,721423478201654,Beauty Pop Max,JSO,333,1536,4496,15,,402,1004,6,,,,,
1010051004059440,3/29/24 21:00,101362761974099,Venus Podcast,CP Light,366,18050,43924,189,10,635,1252,6,1,2303,5589,17,1
1015058760331720,2/20/24 17:00,107278585001153,Transtuned,JSO,218,680448,905401,4529,340,1291,2584,8,4,4772,8979,17,6
1016304599462020,1/10/24 22:30,104927219204475,Sports Heroes,JSO,183,39659,58135,321,3,836,1202,41,1,3780,5367,61,1
1017891405967040,1/7/24 0:00,539154632905360,B is for Build,CP Light,273,32732,83216,366,9,399,1133,12,1,3137,5807,43,2
1019279799153200,1/3/24 22:00,1830987987134050,Origins Explained,CP Standard,652,50591,113666,532,180,807,3277,12,6,3381,8482,38,14
1020034802433830,1/27/24 17:05,100188455072749,The Sport Dealer - France,JSO,190,1788085,2257000,46581,99,516,1652,19,1,2896,5904,57,1
1021101576026810,3/30/24 22:00,1830987987134050,Origins Explained,CP Standard,659,433911,869953,4993,904,385,1222,34,3,2484,5280,132,14
1021741502246890,1/5/24 13:00,1538738019692570,Nota Bene,CP Standard,81,57302,138422,1591,31,29469,80526,864,25,29469,80526,864,25
1023495515415220,1/8/24 5:00,2020042421603230,Riddle Me This,JSO,1138,6877,15486,38,3,568,1327,2,1,2023,5083,8,3
1023797672020790,1/18/24 11:59,109429335754536,Patrick Mouratoglou,JSO,196,152189,314809,2096,57,12920,26761,369,11,12920,26761,369,11
1024248272002240,1/28/24 0:00,162219386763,KBDProductionsTV,CP Medium,344,49188,103718,1968,78,496,2014,54,2,2672,5891,170,12
1024859498624580,1/4/24 21:00,444541455594502,Dani Delanos,CP Medium,944,885667,1423104,16387,721,5806,9968,312,22,5806,9968,312,22
1024960882593300,3/24/24 17:10,107764719919671,The Sport Dealer,JSO,219,118452,200744,2418,217,4880,7892,105,15,4880,7892,105,15
1024974575229150,1/5/24 22:59,1431781830400820,Millennial Farmer,CP Light,238,96011,222694,3174,35,712,2460,62,1,2065,6539,135,2
1026320991768700,1/21/24 16:00,179898892024788,StarTalk,CP Standard,47,397680,893853,7261,729,15070,34994,410,59,15070,34994,410,59
1027389928324400,2/7/24 19:00,107998874344639,Annie Elise x 10 to LIFE,CP Standard,814,117861,195281,1411,47,5283,9609,68,,5283,9609,68,
1028183474951450,1/29/24 13:30,104262996056582,Karma Central,JSO,295,42969,64080,772,6,37994,55927,668,5,37994,55927,668,5
1028608452110420,3/19/24 18:30,1507768029531720,Gamology France,JSO,46,18931,41707,126,12,1758,4261,18,3,2558,5867,22,3
1028609698903270,3/24/24 14:00,522957638064464,Ultimate Freestyle,JSO,192,843682,1897972,30638,1084,701,4223,61,3,2488,7763,106,6
1029946041411390,1/24/24 12:24,214396342065086,Oh My Goal - France,JSO,183,381642,724553,6888,2041,23879,45532,685,215,23879,45532,685,215
1030771761341970,1/5/24 17:01,1538738019692570,Nota Bene,CP Standard,6872,9604,19302,373,29,2900,3446,65,21,4050,5108,114,23
1031255441507690,1/17/24 16:24,108122975042664,Histoires FC,JSO,412,178767,404892,3323,27,16302,54238,317,6,16302,54238,317,6
1032200051171950,1/30/24 19:03,108134027281621,Brad Mondo,CP Standard,115,102402,218103,772,17,4012,11204,43,1,4012,11204,43,1
1032461907841250,2/10/24 0:00,539154632905360,B is for Build,CP Light,377,108366,195683,952,32,1014,1949,12,1,2423,5033,29,1
1032600064667590,1/13/24 0:00,105351955910962,Car Wizard,CP Standard,731,131512,242757,3110,161,2699,5332,142,6,2699,5332,142,6
1032816391137570,2/6/24 20:00,106456767676242,Robert Welsh,CP Standard,237,213680,369322,2763,94,2180,4949,33,2,3806,9011,55,2
