video_id,channel_id,video_length,views_final,impressions_final,like_final,comment_final,views3s_1k,impressions_1k,like_1k,comments_1k,views3s_5k,impressions_5k,like_5k,comments_5k
9ceeae981d8ebc74b55b9d1695118d3542a6c21f566f18ce7b9b8a0d75f8a64d,aa8c37aced70a0394f206b80de3b2c1abd88a261f09e4660790ce491abe9423d,315,10897.0,57706.0,1279.0,89.0,8523,44379,960.0,83.0,8523.0,44379.0,960.0,83.0
fa1f7dcecb9c7640cb15f05cf522005ec51d694a2d8feb9344f25dd7b568176b,ad3b362d452ebe89e3de7fea92a139af69e9a3974980b27cb7861bef0f6d5ea8,513,1605336.0,2588150.0,47716.0,766.0,954,7352,121.0,10.0,954.0,7352.0,121.0,10.0
c70cfe34aaf3a1914dcd700318c2fd0a1a1a143c637dcb6d77925e93894d2eb2,3bd1e201f3cb08a348dfd47bed74d296476769b99c3d177e2636f039029d0674,330,52746.0,108930.0,1468.0,92.0,948,2125,44.0,3.0,2493.0,5983.0,132.0,3.0
0307f680cdc5223cd74b55fd2a262567504bb4e9ab19f5145984bf7cb6c5de53,a0631b283cc6a7af0661fb29408b6d5c655776a76e9208393067cda4de988fbc,651,124977.0,220372.0,1414.0,70.0,847,1572,31.0,2.0,2666.0,5119.0,125.0,8.0
ae55c4f4eb917d320c0fda149206a7e6c8f5e63d62ab8e824217627a89c12209,7df1a74dc65f17ce91b86e3cf8d6b9e0453c697fccfc07b0f300dce647fa1202,51,23202.0,82789.0,780.0,29.0,308,1713,19.0,1.0,2297.0,7300.0,108.0,8.0
fa68932de3770a800899adac062710000dba35068580bd71a72f40b4e0eda849,7df1a74dc65f17ce91b86e3cf8d6b9e0453c697fccfc07b0f300dce647fa1202,479,527261.0,1142990.0,27470.0,1934.0,17270,32415,1114.0,90.0,17270.0,32415.0,1114.0,90.0
5e567f24caeadf3e5e9bbddcd0b985672759a49f5c39e39bd5ef45b5182671d2,2d3e412551ca0af50723ae1254ffe705ff3804311860766198bf7afb84cbc511,185,772231.0,1174253.0,1148.0,7.0,884,1384,,,3463.0,5387.0,6.0,
3744079db00ab2d23d820e5d504b1445efaf9cc9eab61883f1a24d0b78b18ee8,1ad3dddb43f30d84cff322d6dbfab9bb7219740206cc5b4644385132ab14b5e7,380,44165.0,93161.0,1086.0,124.0,487,1271,27.0,2.0,2092.0,5081.0,86.0,8.0
dfc264a85a2195f19854b1333dd38535502b34aefa22c6b68224cd5da70f04d2,315d7d68a2f57e5f80a13140858284db1d7c79286607f65a323fda06d431abff,240,12638.0,31798.0,130.0,8.0,526,1201,4.0,1.0,1947.0,5265.0,28.0,2.0
be165ac53e12ec8a30f48004398878193af38b6a3286e6b8a281ad52a220fca8,9fe5a9fb9913bdfea376be30af78f248dd1e3dbf60ebab6b36a3b1d7372d0eef,378,147212.0,274746.0,5078.0,98.0,1151,1929,80.0,2.0,2729.0,5985.0,250.0,12.0
b6bafdacb2c44acbf35f356e7cfa308d2be9dd233cf1c48c844bead2b096e099,046c503dae97bbcbcd38bf7671e33c5d9add2d675e44a5acd1abe890d7b5d821,853,139670.0,294728.0,1367.0,292.0,1610,4804,32.0,11.0,3469.0,8488.0,64.0,19.0
9221f583f8038a6020d87b75c2204813c3434f6aad527708564df34493488347,3e4094884c86d9f9155082d7884cf012d7a84e639713a58abad439525f73b773,196,1657.0,5409.0,83.0,2.0,332,1024,44.0,2.0,1525.0,5005.0,73.0,2.0
a6ea41160a9d1b3bf2566b0e1aa85da0dfb9f851c29736f208ddc37fe1b0438c,a249b122f619b473c6e5ad2eb9a21ed4d72a63a6739d01b122c351c168a0bf91,465,12443.0,34460.0,625.0,9.0,338,1100,45.0,1.0,2037.0,5847.0,158.0,1.0
3e8183a43e878591a61ce39b47512fe008850634fbc82fc18564940a530c17f3,17f2d18eb184d505c35833aeecc5d6176a67de8864eaba636674d37d7ac0d037,94,380677.0,733762.0,11035.0,310.0,2036,3352,191.0,16.0,5975.0,10371.0,493.0,32.0
cee47f4497dd6d4a38c62be791a91f6c53a8bbdf537e1502c87d567fde4cac59,7a2419636e4a7616a50e01b4b183080aa2d15bcc18a8d10d35e63f660e478855,306,54142.0,105121.0,1189.0,73.0,1046,1610,34.0,11.0,15666.0,32155.0,387.0,42.0
70a50f56627bd9dff49d83c9362bc9f8882775ef9c4c7de1ecba8012b16f462c,b8c9cc7240788a81b170299d5a0ed69aae5e46245204730f086c21b96d49add8,16,348328.0,641643.0,9613.0,353.0,10342,19328,397.0,13.0,10342.0,19328.0,397.0,13.0
e69a8ce02660714f4a9d6f5fe3bd40a8bff015e2e21e23aec55c57e6d12f6066,8434b1395737522728f3b90def2210afdd61018df8faff964af0e889cbf6e5e9,49,26032.0,61080.0,311.0,17.0,824,1782,21.0,5.0,2917.0,6136.0,65.0,8.0
5349a132673cb72a388997d651703213813e1e89a12cfca31798ead540700f90,4b2ce33fc24de9ce2860d8dec620b3833e4db41c9d46d651a92dd27100c6d737,22,29329.0,91241.0,222.0,5.0,2019,7611,9.0,,2019.0,7611.0,9.0,
94f754f3bba7dc2d42ceb5f3495d2d16d403b2299009220169148afcb3b89485,e6a869fcaf88481cba4692bb8a734c80d10c082a350f3962fdc4f08453dc3358,1070,6479.0,16838.0,48.0,7.0,462,1412,,1.0,1625.0,5050.0,15.0,4.0
e8b95b2ee193e96b9dffee7387f29a91d0066378b0b9d35effbd6a908fec36e2,aa8c37aced70a0394f206b80de3b2c1abd88a261f09e4660790ce491abe9423d,1394,23301.0,121638.0,1771.0,201.0,20736,95076,1514.0,195.0,20736.0,95076.0,1514.0,195.0
b313b4a799facd3c55327caf2a99064e03cf31670bf61682802dd5182d094509,22014bad95d544e6852ecd5659637b3e0cdccffdb360663c5f33f526b150d54d,33,671.0,1651.0,5.0,1.0,418,1001,3.0,,,,,
1421b20460677a5d16aeb4c23a6232574575419c7c40e1eb0d0a132e1f945787,315d7d68a2f57e5f80a13140858284db1d7c79286607f65a323fda06d431abff,205,358154.0,599024.0,5901.0,80.0,1091,1666,37.0,2.0,2941.0,5275.0,118.0,7.0
bb7821db9ee79757a5f754be4b69f92426879a9253f4ca512d64eb12bb91f094,2d87b6c1309c9b31159fc7f4fc6b551d1f011923db861848ac408a1c01902513,310,7429.0,10663.0,178.0,73.0,645,1062,13.0,6.0,3671.0,5383.0,64.0,33.0
44253e7eab69ead77482aab4ed343f688442741a3d052d2f1af49bac7c03288a,e6a869fcaf88481cba4692bb8a734c80d10c082a350f3962fdc4f08453dc3358,271,8394.0,14648.0,204.0,7.0,722,1532,25.0,3.0,3527.0,6963.0,94.0,5.0
23338225352ee2afaf73420c6e0d1d2a3abb309b343cd930ae74c1bd6924b28a,e6a869fcaf88481cba4692bb8a734c80d10c082a350f3962fdc4f08453dc3358,403,39638.0,70788.0,417.0,43.0,2550,6267,19.0,2.0,2550.0,6267.0,19.0,2.0
59e9bf6416d741212b1b694c2001d0ed289fb9614721cde1c32cfda7f904b0f0,1fb91284df46d00805623bfafe5ff44aee7bc09a0389aaaaab2b451add00c132,233,28517.0,61019.0,97.0,5.0,653,1679,3.0,,2463.0,5590.0,11.0,2.0
60110a7248a230ff97de3cbeb60c28715df17d8d529dee5b36251f576d6c14ac,7030763eb1eac80e6b81d70f13773fe790eb2e27c1bce65b6ceb77470d4fdd0a,227,16963.0,36920.0,140.0,2.0,495,1417,9.0,1.0,2241.0,5269.0,31.0,1.0
71507999676023d2c6a48800b4c6026fd671875ebf7716d91ebdb5e71ec93e66,b2a09a152e15fce286c2e1acc1b5dcc0a9f88a77e85bffd508448c2ec7c81de0,474,1229.0,4794.0,42.0,5.0,423,1076,18.0,3.0,,,,
fd3ba0fedd3b8f94e31f99378c9b436c897500fe439c6f4b49e822ed83694ba1,18b401e7a2f39c27d8f507bea337eb961c1f6f62eb65cc8e9e1fb9294e8d61b9,184,543380.0,1017623.0,1613.0,41.0,4261,19335,94.0,7.0,4261.0,19335.0,94.0,7.0
00a114407bc43d0b9deee523c2dad16985d4e5ad901eace8fa161fde7f5f79e5,be6925bb7acc542bff30bccd7222ca4b9a93409b51a8f330f98eb2f612ea6f7e,698,11003.0,24680.0,411.0,85.0,11002,24665,411.0,85.0,11002.0,24665.0,411.0,85.0
af971082095760da8154d81bc9f3af3a0a2ad13b064f6068e5f513b54291095f,5da94a033fcf5d91009ee05426660bcc18e1f63f6cddd400b1316e28bf586c81,528,3419117.0,4843949.0,87489.0,4616.0,15170,14535,176.0,21.0,15170.0,14535.0,176.0,21.0
81723eac3f9f7716f2a8b80af6006f4c1f3939ac5c7d9fb9cbb94a0a5df70d8a,68a859f99d8b2d7eb4ddd61fc52fee8088aa8c1fa42ee01499b86d61e1350461,205,130789.0,232819.0,882.0,65.0,6881,15657,83.0,2.0,6881.0,15657.0,83.0,2.0
e0dcde2a447c46ae98a4ec3dc2a5660a51de69c0ae5e39428cfe4e153cc76908,7050f72c8463d3cc6a4d1e409746619eae0d0b862d5cc8c81a8ddb0ee5228a2a,682,85003.0,148983.0,1584.0,19.0,799,2098,32.0,1.0,2194.0,5215.0,107.0,4.0
06d205d07983bd88cd0a428e06f303d7ada1de2f7ad175e68187f8ee2c961ec6,1f816bebca03966e0f4221cd847c25308f0f7f2ceb4e75631dca15983616a6e1,563,3743.0,8346.0,308.0,32.0,482,1021,33.0,6.0,2503.0,5431.0,169.0,24.0
7271e0f2032d4f50bcd929f5999257049d43b7f21657ea63ea71ddcb28339049,d370630cae15438891e937682c11ae822dd2730cbc62fc5ffb112520befbebbd,191,1080250.0,1743786.0,12388.0,181.0,939,2194,20.0,,4047.0,6829.0,87.0,4.0
0a01c4e30d5230f51a0b83c03c7138cb250eba19edeb0e7bd1b5f14b1b326800,a9606ed10db37e53f9127ae94ba12733cd6035ab982d9aeef46e64f1a0cf03b7,217,26930.0,62498.0,821.0,70.0,602,1404,15.0,3.0,2719.0,7234.0,72.0,13.0
fb641c0abd2188270c78fe2198d780ba1c124bff79d9ccb945841437c997a18d,6adaff24af09fb6f6b33150af858f9b0363b2109e1775ac6f0e0a769e924cb29,362,1370.0,2207.0,8.0,3.0,609,1030,5.0,1.0,,,,
2fddc73d97831ccc126c42e241265ccbe6a18dc1816991238948f29c9f2bc68b,9450b025bad4fd1a34e3b3388522644ba2585c411e7785420e3c27b98d5267dc,156,5099.0,9212.0,218.0,28.0,681,1089,40.0,5.0,2970.0,5001.0,162.0,24.0
edfddbcbbfab2fa2c4b6c1c95440c4eed5d1d73dd8b8d2e5037b8d565e0c1c11,315d7d68a2f57e5f80a13140858284db1d7c79286607f65a323fda06d431abff,250,2220.0,9963.0,83.0,3.0,224,1069,21.0,1.0,1307.0,6194.0,59.0,3.0
399c33119da4d8cfeb9cf7a77e0599cc5cfe9a75ed29e5147148dfcab0597359,25b0f08d2c452146a28dfb1074f1b77921776e7b6d26e43c5089508145278508,464,4329.0,9183.0,69.0,9.0,438,1016,14.0,2.0,2244.0,5006.0,53.0,6.0
6e81df2b38fa32a40df00fa98dbeb5fcd9db2adeb26b71bdbaa82f7edf983b94,1ad3dddb43f30d84cff322d6dbfab9bb7219740206cc5b4644385132ab14b5e7,37,12927.0,39031.0,174.0,23.0,9552,27720,119.0,16.0,9552.0,27720.0,119.0,16.0
6509434032ab80f665afae87c4657d52371a2eec4e090a8165b27965bc16b4cb,16c23da61f2b19893f98d526804db94809467495b78fd31bbfe39884f0abec7a,414,2398663.0,4007089.0,47023.0,1137.0,2749,7413,74.0,4.0,2749.0,7413.0,74.0,4.0
16903f2e38d2e9d7a426b1b2d3a0307018330e329c9f511600b3ed94b1d1cd71,7a2419636e4a7616a50e01b4b183080aa2d15bcc18a8d10d35e63f660e478855,50,808842.0,1012129.0,8136.0,109.0,745,1499,41.0,4.0,3106.0,5665.0,83.0,9.0
8adab84d90ad8d2a4dabafe1e3979a2c7550da68c5d8971dfaca622f89b22ca1,0e2d86f33e41922b6bc773fa00e8ec030d3807953266305a6c7744e6abd62f19,653,1406.0,2816.0,22.0,3.0,529,1000,15.0,2.0,,,,
ef73d9d73ec43cc78ce5803f40500e985a160fb609721884c680cd9503f030c1,07186a901703c0f2aeda8dad2c3c2103020083ed3d8c9358fc489ac69453c19d,205,46865.0,93955.0,3687.0,138.0,4075,8264,352.0,25.0,4075.0,8264.0,352.0,25.0
8b40b5bae2f6b24781baf5c1ca1265b1b1ff18dd2a2ec271f2bb08c0ac4c88bf,a175a1cbb3514bc83cc6b797d46a15238c46e98798e1997f66d42a7096f7fff9,216,21773.0,56224.0,128.0,4.0,598,2052,2.0,2.0,1874.0,5699.0,16.0,3.0
5262d2c51d9cf81120960e21ff7ff39327a89e4bd3c86254200b8c2897590cd5,e5359efc592f866bc8ae13a5d2ed5880f3dfb8cc9e0d719b6198e46b36268f4e,280,656388.0,1092685.0,8347.0,183.0,9334,11944,268.0,7.0,9334.0,11944.0,268.0,7.0
25cc88ab9b05a5ba3aa1d0523cc474141bfaa344ff0c92a47432a7a48ac87c52,8d5d89a22c3eab18b4c4a44eb15287dacd2b10efe93ff142691d8d035d1c18b9,299,45436.0,94272.0,1284.0,112.0,670,1414,34.0,,3178.0,5947.0,146.0,11.0
5ebf93e7fb01df3e6f90492e4775ee479a1d2ef410fc90ab54a03e9b8bdd3b1b,7687f7c22713a0ba4ce088fb9b5c32a2d9c03567759c288ce7996bfec1b0228e,182,137259.0,186572.0,4737.0,60.0,3039,5227,113.0,5.0,3039.0,5227.0,113.0,5.0
cf8f2b6240e43d24036467bda5267f353dfb013ea64e7f7ee212ac36fa2996a7,58fc755e22b8df3ce3962d2439ea32c9b6b688362baa95ee2b4f56e5ea069456,57,33202.0,84589.0,708.0,21.0,685,1307,10.0,1.0,2250.0,5243.0,57.0,2.0
8ac5b3f5c5d78ef4e1737f82e4cafae5b357f8c3bf8f16356061ade670b78cef,a50e39ae64aef8f4428ea9661959d2c61e726c5b412fd1402f630da2ede855da,540,536426.0,786075.0,4521.0,3808.0,338,1239,17.0,14.0,4527.0,6454.0,85.0,57.0
8553be2dfea6dae3a78df545f6b1e9566fe37787d0ec014e90eafa2a054299b2,06af88b9681144e2ba328efed0e0321dcc10cb1dd275eef919286d98c4994253,261,11416.0,30279.0,584.0,28.0,4789,12996,276.0,11.0,4789.0,12996.0,276.0,11.0
2a0e65afd9a9e2455a47e5fbe9c847345603181185afa9fdb78081da15b638ab,fc967e522772342f5471fa6705dfa8b8f0c68770bc541da8afc0c29e0c884168,281,2919.0,8669.0,45.0,9.0,313,1202,5.0,,1763.0,5006.0,32.0,3.0
15b6d2a6f958b3fc193ef0491707bf2013d76914d997593338bf27ac6a02c59c,407f53e10fb7ffe75ecf6fb96ad077c5eeb3a38ac5da21bec55dce40c7334651,670,2746.0,6172.0,33.0,20.0,548,1002,7.0,5.0,2407.0,5051.0,30.0,20.0
f6e4f411b1c1806a58f5f826624534c0d5a57588dd4e6fabd9d0f64e5215a35b,e676149a3c78d4c89e861e00bc38bace0c4e14072176766c7f96b184eaa5e23d,211,65894.0,89281.0,539.0,397.0,595,1089,14.0,5.0,4272.0,6085.0,53.0,41.0
ac9f585abe36933ddb4a4144f22863b5797b30624515cb04b5b0de12ea026000,7687f7c22713a0ba4ce088fb9b5c32a2d9c03567759c288ce7996bfec1b0228e,180,125888.0,173723.0,3026.0,30.0,28968,39005,806.0,16.0,28968.0,39005.0,806.0,16.0
6351b9a44bcc8cad6f87586486dfaf35cfaae9a73daaa3d776a6e5b09867b1b0,7a2419636e4a7616a50e01b4b183080aa2d15bcc18a8d10d35e63f660e478855,201,214732.0,404504.0,4855.0,182.0,331,1053,46.0,3.0,2349.0,5118.0,119.0,6.0
318cd2a2dd742906567042adc13936d7208317c7aceaf39c453e8a459c87720a,68a859f99d8b2d7eb4ddd61fc52fee8088aa8c1fa42ee01499b86d61e1350461,212,24841.0,58501.0,183.0,6.0,13846,31494,110.0,6.0,13846.0,31494.0,110.0,6.0
7a22978c43495e0352c751c6fd5f4bfbb13fa7b18c49b70008fb7509a4b35948,8cf81cf768b893d7745a99680242d98e97ec55fba838fe74891a5aa061cad017,620,17216.0,53870.0,446.0,9.0,420,1872,10.0,1.0,2460.0,9358.0,58.0,1.0
7c685c75326271c95de5d37f849cfb7ea3e4f5d56d97d25850810d780d559685,7df1a74dc65f17ce91b86e3cf8d6b9e0453c697fccfc07b0f300dce647fa1202,27,29709.0,87771.0,596.0,6.0,1405,3354,40.0,1.0,2630.0,7100.0,85.0,1.0
6c2be9e34fdfca5cc71708bfe74d3e4ff4707f3d32891a954fa1b250feaa2169,afda21ccd3d6b896a63eaaa5c7f941bd21678abb8eedfa2e6fc79f5236a21cd4,301,66528.0,145368.0,2401.0,61.0,1325,2899,61.0,4.0,3926.0,8731.0,188.0,15.0
39923228d728820d4e096370221b5f42e5dc3df78f8ba2bc3dd586de7d7b39e9,4b2ce33fc24de9ce2860d8dec620b3833e4db41c9d46d651a92dd27100c6d737,210,53838.0,114427.0,659.0,32.0,1424,3115,14.0,3.0,3332.0,8336.0,44.0,6.0
da3ea008205a36a4b4b61269bf2a6ffa82d8b963e683c4cb6eebe155db11aaef,77faea44e1a1193e7bf43625dffd3ba0344622b2c5256db449289d250301b1b9,315,44465.0,66187.0,1675.0,91.0,2644,3187,69.0,5.0,6610.0,10719.0,234.0,8.0
a56c872d88aea53c8c21d274cb76044a1f25f85ccbb477cd0761162cb5b054ec,8cf81cf768b893d7745a99680242d98e97ec55fba838fe74891a5aa061cad017,691,23546.0,52547.0,459.0,10.0,306,1067,8.0,,1663.0,5257.0,44.0,1.0
fecfaa293cda21dee3cf9ceb888f0b64184b5a2593536844d42fd43d520c22ca,2e1313a73733b56be61c2532475c3ef313273ff301750227269c2a374a30f893,616,72564.0,145265.0,486.0,44.0,2027,4253,31.0,3.0,2701.0,5365.0,39.0,4.0
65ef1b638f73f8c9dd9bce006b488711fe2989fff4f92aff8605266458a29a62,222f0807c401f5d5b0ed51574e306c4181ce9b639081069c92e294dd46f1669d,203,34422.0,59276.0,125.0,2.0,638,1034,2.0,,3356.0,5680.0,11.0,2.0
108c0dcfdc357263c370d5bcdbfcdf1b5cc27659179de53fb7085dbe15c342f9,198b0f4d2ea2b1b3ee269081bf2e78b391d10b80ba1326d835a72c637494258e,280,65956.0,126820.0,2980.0,13.0,43341,80361,1927.0,8.0,43341.0,80361.0,1927.0,8.0
847cb86b8ffc183e9c9d57edfc75d1579d044d764dfb17be6f9b466381640fee,a628b4f3b36dc37c06a9487a8efacf2f06a0f1961445a61465b169ac66bf4bd3,184,886370.0,1580258.0,2284.0,56.0,3840,13001,73.0,5.0,3840.0,13001.0,73.0,5.0
867e3418acf47fb22c47081358c277646d3dcfb0af40a7f0e66a17828d297beb,4d9803d3294a78e43ba22ce18c425f4e91c07b6718d11ea29ab112d43d1f5302,56,7799.0,21812.0,136.0,2.0,1997,4942,38.0,1.0,2101.0,5308.0,40.0,1.0
a5a02325654330cb2b640dab7fbe46aacc6b83ba2ee6b761cf294fa42c7e98a8,3529ae96e032f75cae49d33a5209a27a18184976559b5c2dbf90c5bac991bd0b,223,1056.0,1841.0,3.0,,552,1017,,,,,,
865433b3493ddc78d937d1cb7e42e0f8f6f1d00956141b77105dfc5b5f2c0760,c6e306503b958cbc31ba453d3f74ab1b652e0071db92bcb29fc27be026de0ead,358,10330.0,26488.0,109.0,1.0,242,1016,2.0,,1670.0,5095.0,17.0,
b73413c29f2c6881e5e6ee3cfef9f4ffe55f3a06114d90265b32f2052f207a9e,e395c442e6abac3810f2f87ecea92b232d7f8c0c26088b64f190f40941d93832,257,21036.0,89570.0,560.0,3.0,8848,31440,174.0,1.0,8848.0,31440.0,174.0,1.0
315f9054c833b7eb76afe705cee80547030d458875537d6d33da153fee0726f9,483f9dfb43118b4dd3301fde0198bc1d396a8b73e40711182ccf30f11018db29,459,4075363.0,5368652.0,15577.0,1011.0,5479,7783,50.0,14.0,5479.0,7783.0,50.0,14.0
66a88191eaf10fd8f8bca53f8db0e2f49e8d1fd03caa5478e56ab14000adb384,222f0807c401f5d5b0ed51574e306c4181ce9b639081069c92e294dd46f1669d,221,244.0,1146.0,,,239,1002,,,,,,
81af5e104213cd595e9c9232d29fd903fd798860ee95da9c2dd3921eda82eca5,e8e2990737d04350417b2948ece8feaac3c4f85c69bcd6e74e613e6cc70b674c,54,44820.0,95338.0,973.0,18.0,16494,36371,408.0,8.0,16494.0,36371.0,408.0,8.0
b13e9e7e2bf5b2fdcd7368711656997b2d3259563985243105ec5306c8bf29ec,745e8e1cc00cdf3ee9f9a711ce7bfb054f7ee5fa357e36017b49f52c72555197,306,9931.0,23240.0,196.0,30.0,741,1643,14.0,11.0,2537.0,5199.0,59.0,18.0
691a1c932bf2e9eb6040a717bf45ee1969a36aaa177d61e52d62bda90e9c3197,149ae828e69b2082cf74e44e86b9e0555f76fafafa53674ca1dd3be0781fb3ea,302,31701.0,70348.0,358.0,4.0,778,1919,13.0,1.0,2125.0,5460.0,56.0,1.0
4fc100351d90484c86b272c2649fef3f0e37fff5e1e8af43b3412f118b67aa98,719dad10de9c8a91b39833ea1bb26caee0c0bd3cf389311334ed3ab20964c844,371,43648.0,123594.0,1727.0,75.0,7197,24595,379.0,17.0,7197.0,24595.0,379.0,17.0
134ee18f29b8bd38c3a44abf38ee3f427e9b4a1e14c6de03b7afc8582d6630a1,94519d44eb1c58aca3df20514994233869e7404cf496275291cf87b2cd045a4f,54,343.0,1121.0,12.0,,329,1003,12.0,,,,,
325f6fb233d2f19c8a58e5a737efa723c225cb38f2cfba939697299d9cb7f2ec,22014bad95d544e6852ecd5659637b3e0cdccffdb360663c5f33f526b150d54d,183,919527.0,1219948.0,21777.0,3128.0,978,1377,32.0,10.0,3767.0,5121.0,88.0,26.0
09d60211f5b7afb0af8a07b5742cfbe797cde6c270ed6a0e5f4264830c3affc7,a3eac3621095d7a362cf2790d6f54470bc04a816996ea1efb85dcde461e135ee,204,38458.0,93757.0,780.0,29.0,989,2711,14.0,,2808.0,7402.0,41.0,
c5e3fc8089bf6b0c386954364c06543664a4c493c61b6b5849e311f128ab5bc3,4222d7d2881dcc29bac989ac664667063736ab8d6c7eb6eb8bb89861d10097ce,35,2933.0,5520.0,42.0,2.0,2688,5024,39.0,2.0,2688.0,5024.0,39.0,2.0
3c6fa8fbd23bee34a2586dca82debc6555f7d957780558d8730788ab8d46954b,2cb5f527bcfdbf6547d4cedc0aa54523ef367f6b19121d8e58d7fb9ae78e0be1,317,4358936.0,6696545.0,88464.0,664.0,26780,47181,1036.0,24.0,26780.0,47181.0,1036.0,24.0
5fa9abe965f981de72a6f9efbdc035d847bd27db414115e319742a7de953f8d7,e6d70f95a9be4b0d5c3f438563a6f7bcb07a3892631cc0770ad33905ee70abb0,246,603155.0,1032416.0,11060.0,138.0,939,2305,26.0,1.0,2268.0,5067.0,46.0,1.0
e33dfcfed0f6b069896bfffd9d91c8a95e386cc184972c947b8282b437f53371,e5c49ebdb1cf6cd8e424b9c418af6e9e9f7f17e27f3bb039e1966fc3423e96b2,68,2634.0,5660.0,17.0,1.0,515,1090,6.0,1.0,2500.0,5389.0,17.0,1.0
